ticket_id,product_id,product_name,category,quantity,unit_price,subtotal,tags
T001232,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001232,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001232,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001233,P001,Claras de huevo (6 uds),Proteína,2,4.5,9.0,"fitness,proteina"
T001233,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001233,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001234,P012,Garbanzos ecológicos,Legumbre,3,2.1,6.3,"vegano,legumbre"
T001234,P014,Quinoa (500g),Cereal,3,3.8,11.4,"vegano,cereal"
T001234,P011,Bebida de soja (1L),Lácteos Alt,1,1.5,1.5,"vegano,lacteo"
T001235,P015,Aguacate (4 uds),Fruta,2,4.2,8.4,"vegano,fruta"
T001235,P012,Garbanzos ecológicos,Legumbre,1,2.1,2.1,"vegano,legumbre"
T001235,P011,Bebida de soja (1L),Lácteos Alt,1,1.5,1.5,"vegano,lacteo"
T001235,P010,Tofu ecológico (400g),Proteína,3,3.2,9.6,"vegano,proteina"
T001236,P011,Bebida de soja (1L),Lácteos Alt,4,1.5,6.0,"vegano,lacteo"
T001236,P015,Aguacate (4 uds),Fruta,1,4.2,4.2,"vegano,fruta"
T001236,P014,Quinoa (500g),Cereal,3,3.8,11.4,"vegano,cereal"
T001236,P012,Garbanzos ecológicos,Legumbre,3,2.1,6.3,"vegano,legumbre"
T001236,P013,Tahini (300g),Condimento,3,4.5,13.5,vegano
T001237,P015,Aguacate (4 uds),Fruta,1,4.2,4.2,"vegano,fruta"
T001237,P013,Tahini (300g),Condimento,4,4.5,18.0,vegano
T001237,P011,Bebida de soja (1L),Lácteos Alt,1,1.5,1.5,"vegano,lacteo"
T001238,P010,Tofu ecológico (400g),Proteína,3,3.2,9.6,"vegano,proteina"
T001238,P013,Tahini (300g),Condimento,1,4.5,4.5,vegano
T001238,P012,Garbanzos ecológicos,Legumbre,2,2.1,4.2,"vegano,legumbre"
T001238,P014,Quinoa (500g),Cereal,1,3.8,3.8,"vegano,cereal"
T001238,P011,Bebida de soja (1L),Lácteos Alt,1,1.5,1.5,"vegano,lacteo"
T001238,P015,Aguacate (4 uds),Fruta,3,4.2,12.6,"vegano,fruta"
T001239,P013,Tahini (300g),Condimento,1,4.5,4.5,vegano
T001239,P014,Quinoa (500g),Cereal,1,3.8,3.8,"vegano,cereal"
T001239,P011,Bebida de soja (1L),Lácteos Alt,4,1.5,6.0,"vegano,lacteo"
T001240,P011,Bebida de soja (1L),Lácteos Alt,3,1.5,4.5,"vegano,lacteo"
T001240,P014,Quinoa (500g),Cereal,1,3.8,3.8,"vegano,cereal"
T001240,P012,Garbanzos ecológicos,Legumbre,4,2.1,8.4,"vegano,legumbre"
T001240,P013,Tahini (300g),Condimento,1,4.5,4.5,vegano
T001241,P014,Quinoa (500g),Cereal,4,3.8,15.2,"vegano,cereal"
T001241,P015,Aguacate (4 uds),Fruta,2,4.2,8.4,"vegano,fruta"
T001241,P010,Tofu ecológico (400g),Proteína,2,3.2,6.4,"vegano,proteina"
T001242,P014,Quinoa (500g),Cereal,3,3.8,11.4,"vegano,cereal"
T001242,P011,Bebida de soja (1L),Lácteos Alt,4,1.5,6.0,"vegano,lacteo"
T001242,P012,Garbanzos ecológicos,Legumbre,4,2.1,8.4,"vegano,legumbre"
T001242,P010,Tofu ecológico (400g),Proteína,4,3.2,12.8,"vegano,proteina"
T001243,P015,Aguacate (4 uds),Fruta,3,4.2,12.6,"vegano,fruta"
T001243,P011,Bebida de soja (1L),Lácteos Alt,3,1.5,4.5,"vegano,lacteo"
T001243,P014,Quinoa (500g),Cereal,3,3.8,11.4,"vegano,cereal"
T001243,P012,Garbanzos ecológicos,Legumbre,2,2.1,4.2,"vegano,legumbre"
T001243,P013,Tahini (300g),Condimento,4,4.5,18.0,vegano
T001243,P010,Tofu ecológico (400g),Proteína,1,3.2,3.2,"vegano,proteina"
T001244,P012,Garbanzos ecológicos,Legumbre,1,2.1,2.1,"vegano,legumbre"
T001244,P013,Tahini (300g),Condimento,2,4.5,9.0,vegano
T001244,P015,Aguacate (4 uds),Fruta,2,4.2,8.4,"vegano,fruta"
T001244,P014,Quinoa (500g),Cereal,1,3.8,3.8,"vegano,cereal"
T001245,P010,Tofu ecológico (400g),Proteína,1,3.2,3.2,"vegano,proteina"
T001245,P012,Garbanzos ecológicos,Legumbre,4,2.1,8.4,"vegano,legumbre"
T001245,P014,Quinoa (500g),Cereal,2,3.8,7.6,"vegano,cereal"
T001245,P015,Aguacate (4 uds),Fruta,4,4.2,16.8,"vegano,fruta"
T001245,P013,Tahini (300g),Condimento,3,4.5,13.5,vegano
T001246,P015,Aguacate (4 uds),Fruta,2,4.2,8.4,"vegano,fruta"
T001246,P014,Quinoa (500g),Cereal,3,3.8,11.4,"vegano,cereal"
T001246,P012,Garbanzos ecológicos,Legumbre,3,2.1,6.3,"vegano,legumbre"
T001247,P013,Tahini (300g),Condimento,2,4.5,9.0,vegano
T001247,P010,Tofu ecológico (400g),Proteína,1,3.2,3.2,"vegano,proteina"
T001247,P011,Bebida de soja (1L),Lácteos Alt,4,1.5,6.0,"vegano,lacteo"
T001247,P014,Quinoa (500g),Cereal,2,3.8,7.6,"vegano,cereal"
T001247,P012,Garbanzos ecológicos,Legumbre,4,2.1,8.4,"vegano,legumbre"
T001248,P014,Quinoa (500g),Cereal,3,3.8,11.4,"vegano,cereal"
T001248,P010,Tofu ecológico (400g),Proteína,1,3.2,3.2,"vegano,proteina"
T001248,P012,Garbanzos ecológicos,Legumbre,3,2.1,6.3,"vegano,legumbre"
T001248,P015,Aguacate (4 uds),Fruta,1,4.2,4.2,"vegano,fruta"
T001248,P013,Tahini (300g),Condimento,1,4.5,4.5,vegano
T001248,P011,Bebida de soja (1L),Lácteos Alt,1,1.5,1.5,"vegano,lacteo"
T001249,P005,Brócoli (500g),Verdura,3,1.2,3.6,"fitness,verdura"
T001249,P004,Arroz integral (1kg),Carbohidratos,4,1.8,7.2,fitness
T001249,P003,Pechuga de pollo (500g),Proteína,2,4.15,8.3,"fitness,proteina"
T001250,P006,Proteína whey (1kg),Suplemento,3,24.5,73.5,"fitness,proteina,suplemento"
T001250,P002,Avena integral (1kg),Carbohidratos,4,2.3,9.2,"fitness,desayuno"
T001250,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001250,P005,Brócoli (500g),Verdura,3,1.2,3.6,"fitness,verdura"
T001251,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001251,P006,Proteína whey (1kg),Suplemento,3,24.5,73.5,"fitness,proteina,suplemento"
T001251,P002,Avena integral (1kg),Carbohidratos,1,2.3,2.3,"fitness,desayuno"
T001251,P004,Arroz integral (1kg),Carbohidratos,4,1.8,7.2,fitness
T001251,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001251,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001252,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001252,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001252,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001253,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001253,P002,Avena integral (1kg),Carbohidratos,1,2.3,2.3,"fitness,desayuno"
T001253,P006,Proteína whey (1kg),Suplemento,3,24.5,73.5,"fitness,proteina,suplemento"
T001253,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001254,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001254,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001254,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001254,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001254,P004,Arroz integral (1kg),Carbohidratos,4,1.8,7.2,fitness
T001254,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001255,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001255,P005,Brócoli (500g),Verdura,3,1.2,3.6,"fitness,verdura"
T001255,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001256,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001256,P005,Brócoli (500g),Verdura,2,1.2,2.4,"fitness,verdura"
T001256,P006,Proteína whey (1kg),Suplemento,2,24.5,49.0,"fitness,proteina,suplemento"
T001256,P004,Arroz integral (1kg),Carbohidratos,3,1.8,5.4,fitness
T001257,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001257,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001257,P004,Arroz integral (1kg),Carbohidratos,1,1.8,1.8,fitness
T001257,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001257,P006,Proteína whey (1kg),Suplemento,2,24.5,49.0,"fitness,proteina,suplemento"
T001257,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001258,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001258,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001258,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001258,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001259,P002,Avena integral (1kg),Carbohidratos,1,2.3,2.3,"fitness,desayuno"
T001259,P001,Claras de huevo (6 uds),Proteína,1,4.5,4.5,"fitness,proteina"
T001259,P006,Proteína whey (1kg),Suplemento,2,24.5,49.0,"fitness,proteina,suplemento"
T001259,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001259,P004,Arroz integral (1kg),Carbohidratos,4,1.8,7.2,fitness
T001259,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001260,P033,Patatas fritas,Snack,3,1.5,4.5,snack
T001260,P032,Bebida energética (4 uds),Bebida,4,4.0,16.0,"energia,bebida"
T001260,P030,Pasta instantánea (5 uds),Preparado,1,3.5,3.5,"rapido,economico"
T001261,P031,Pizza congelada,Congelado,3,2.8,8.4,"congelado,rapido"
T001261,P034,Sandwich mixto,Preparado,2,2.2,4.4,rapido
T001261,P030,Pasta instantánea (5 uds),Preparado,4,3.5,14.0,"rapido,economico"
T001261,P032,Bebida energética (4 uds),Bebida,3,4.0,12.0,"energia,bebida"
T001261,P033,Patatas fritas,Snack,3,1.5,4.5,snack
T001262,P032,Bebida energética (4 uds),Bebida,2,4.0,8.0,"energia,bebida"
T001262,P033,Patatas fritas,Snack,2,1.5,3.0,snack
T001262,P031,Pizza congelada,Congelado,4,2.8,11.2,"congelado,rapido"
T001262,P030,Pasta instantánea (5 uds),Preparado,4,3.5,14.0,"rapido,economico"
T001262,P034,Sandwich mixto,Preparado,1,2.2,2.2,rapido
T001263,P030,Pasta instantánea (5 uds),Preparado,1,3.5,3.5,"rapido,economico"
T001263,P031,Pizza congelada,Congelado,3,2.8,8.4,"congelado,rapido"
T001263,P034,Sandwich mixto,Preparado,3,2.2,6.6,rapido
T001263,P033,Patatas fritas,Snack,4,1.5,6.0,snack
T001263,P032,Bebida energética (4 uds),Bebida,1,4.0,4.0,"energia,bebida"
T001264,P030,Pasta instantánea (5 uds),Preparado,4,3.5,14.0,"rapido,economico"
T001264,P034,Sandwich mixto,Preparado,4,2.2,8.8,rapido
T001264,P033,Patatas fritas,Snack,4,1.5,6.0,snack
T001265,P030,Pasta instantánea (5 uds),Preparado,2,3.5,7.0,"rapido,economico"
T001265,P034,Sandwich mixto,Preparado,3,2.2,6.6,rapido
T001265,P031,Pizza congelada,Congelado,4,2.8,11.2,"congelado,rapido"
T001265,P032,Bebida energética (4 uds),Bebida,4,4.0,16.0,"energia,bebida"
T001266,P034,Sandwich mixto,Preparado,1,2.2,2.2,rapido
T001266,P032,Bebida energética (4 uds),Bebida,3,4.0,12.0,"energia,bebida"
T001266,P030,Pasta instantánea (5 uds),Preparado,1,3.5,3.5,"rapido,economico"
T001266,P033,Patatas fritas,Snack,4,1.5,6.0,snack
T001267,P034,Sandwich mixto,Preparado,4,2.2,8.8,rapido
T001267,P031,Pizza congelada,Congelado,2,2.8,5.6,"congelado,rapido"
T001267,P030,Pasta instantánea (5 uds),Preparado,2,3.5,7.0,"rapido,economico"
T001267,P033,Patatas fritas,Snack,4,1.5,6.0,snack
T001267,P032,Bebida energética (4 uds),Bebida,1,4.0,4.0,"energia,bebida"
T001268,P032,Bebida energética (4 uds),Bebida,3,4.0,12.0,"energia,bebida"
T001268,P033,Patatas fritas,Snack,2,1.5,3.0,snack
T001268,P031,Pizza congelada,Congelado,2,2.8,5.6,"congelado,rapido"
T001268,P034,Sandwich mixto,Preparado,1,2.2,2.2,rapido
T001268,P030,Pasta instantánea (5 uds),Preparado,4,3.5,14.0,"rapido,economico"
T001269,P033,Patatas fritas,Snack,2,1.5,3.0,snack
T001269,P031,Pizza congelada,Congelado,3,2.8,8.4,"congelado,rapido"
T001269,P034,Sandwich mixto,Preparado,4,2.2,8.8,rapido
T001269,P032,Bebida energética (4 uds),Bebida,4,4.0,16.0,"energia,bebida"
T001269,P030,Pasta instantánea (5 uds),Preparado,1,3.5,3.5,"rapido,economico"
T001270,P032,Bebida energética (4 uds),Bebida,4,4.0,16.0,"energia,bebida"
T001270,P034,Sandwich mixto,Preparado,2,2.2,4.4,rapido
T001270,P030,Pasta instantánea (5 uds),Preparado,3,3.5,10.5,"rapido,economico"
T001270,P031,Pizza congelada,Congelado,1,2.8,2.8,"congelado,rapido"
T001271,P031,Pizza congelada,Congelado,1,2.8,2.8,"congelado,rapido"
T001271,P030,Pasta instantánea (5 uds),Preparado,3,3.5,10.5,"rapido,economico"
T001271,P033,Patatas fritas,Snack,2,1.5,3.0,snack
T001272,P032,Bebida energética (4 uds),Bebida,3,4.0,12.0,"energia,bebida"
T001272,P034,Sandwich mixto,Preparado,3,2.2,6.6,rapido
T001272,P033,Patatas fritas,Snack,4,1.5,6.0,snack
T001272,P030,Pasta instantánea (5 uds),Preparado,2,3.5,7.0,"rapido,economico"
T001272,P031,Pizza congelada,Congelado,3,2.8,8.4,"congelado,rapido"
T001273,P032,Bebida energética (4 uds),Bebida,1,4.0,4.0,"energia,bebida"
T001273,P031,Pizza congelada,Congelado,2,2.8,5.6,"congelado,rapido"
T001273,P034,Sandwich mixto,Preparado,1,2.2,2.2,rapido
T001273,P030,Pasta instantánea (5 uds),Preparado,3,3.5,10.5,"rapido,economico"
T001273,P033,Patatas fritas,Snack,3,1.5,4.5,snack
T001274,P033,Patatas fritas,Snack,4,1.5,6.0,snack
T001274,P030,Pasta instantánea (5 uds),Preparado,2,3.5,7.0,"rapido,economico"
T001274,P032,Bebida energética (4 uds),Bebida,3,4.0,12.0,"energia,bebida"
T001274,P034,Sandwich mixto,Preparado,2,2.2,4.4,rapido
T001274,P031,Pizza congelada,Congelado,2,2.8,5.6,"congelado,rapido"
T001275,P022,Yogures naturales (12 uds),Lácteos,4,3.6,14.4,lacteo
T001275,P025,Galletas (2 packs),Dulce,4,3.0,12.0,dulce
T001275,P024,Tomate frito (3 botes),Conserva,1,2.1,2.1,"conserva,basico"
T001275,P023,Pasta (3 packs),Carbohidratos,1,2.7,2.7,"pasta,basico"
T001276,P021,Pan de molde,Panadería,3,1.2,3.6,"panaderia,basico"
T001276,P020,Leche entera (6 pack),Lácteos,1,5.4,5.4,"lacteo,basico"
T001276,P022,Yogures naturales (12 uds),Lácteos,4,3.6,14.4,lacteo
T001276,P023,Pasta (3 packs),Carbohidratos,1,2.7,2.7,"pasta,basico"
T001276,P025,Galletas (2 packs),Dulce,1,3.0,3.0,dulce
T001276,P024,Tomate frito (3 botes),Conserva,1,2.1,2.1,"conserva,basico"
T001277,P020,Leche entera (6 pack),Lácteos,3,5.4,16.2,"lacteo,basico"
T001277,P024,Tomate frito (3 botes),Conserva,3,2.1,6.3,"conserva,basico"
T001277,P025,Galletas (2 packs),Dulce,3,3.0,9.0,dulce
T001277,P022,Yogures naturales (12 uds),Lácteos,2,3.6,7.2,lacteo
T001277,P023,Pasta (3 packs),Carbohidratos,1,2.7,2.7,"pasta,basico"
T001277,P021,Pan de molde,Panadería,3,1.2,3.6,"panaderia,basico"
T001278,P024,Tomate frito (3 botes),Conserva,3,2.1,6.3,"conserva,basico"
T001278,P021,Pan de molde,Panadería,4,1.2,4.8,"panaderia,basico"
T001278,P020,Leche entera (6 pack),Lácteos,4,5.4,21.6,"lacteo,basico"
T001278,P025,Galletas (2 packs),Dulce,4,3.0,12.0,dulce
T001278,P022,Yogures naturales (12 uds),Lácteos,3,3.6,10.8,lacteo
T001278,P023,Pasta (3 packs),Carbohidratos,3,2.7,8.1,"pasta,basico"
T001279,P024,Tomate frito (3 botes),Conserva,2,2.1,4.2,"conserva,basico"
T001279,P022,Yogures naturales (12 uds),Lácteos,1,3.6,3.6,lacteo
T001279,P020,Leche entera (6 pack),Lácteos,3,5.4,16.2,"lacteo,basico"
T001279,P025,Galletas (2 packs),Dulce,3,3.0,9.0,dulce
T001279,P023,Pasta (3 packs),Carbohidratos,4,2.7,10.8,"pasta,basico"
T001279,P021,Pan de molde,Panadería,3,1.2,3.6,"panaderia,basico"
T001280,P023,Pasta (3 packs),Carbohidratos,1,2.7,2.7,"pasta,basico"
T001280,P021,Pan de molde,Panadería,3,1.2,3.6,"panaderia,basico"
T001280,P022,Yogures naturales (12 uds),Lácteos,3,3.6,10.8,lacteo
T001280,P020,Leche entera (6 pack),Lácteos,3,5.4,16.2,"lacteo,basico"
T001280,P024,Tomate frito (3 botes),Conserva,2,2.1,4.2,"conserva,basico"
T001280,P025,Galletas (2 packs),Dulce,3,3.0,9.0,dulce
T001281,P020,Leche entera (6 pack),Lácteos,3,5.4,16.2,"lacteo,basico"
T001281,P022,Yogures naturales (12 uds),Lácteos,3,3.6,10.8,lacteo
T001281,P025,Galletas (2 packs),Dulce,1,3.0,3.0,dulce
T001281,P021,Pan de molde,Panadería,3,1.2,3.6,"panaderia,basico"
T001281,P024,Tomate frito (3 botes),Conserva,2,2.1,4.2,"conserva,basico"
T001281,P023,Pasta (3 packs),Carbohidratos,2,2.7,5.4,"pasta,basico"
T001282,P024,Tomate frito (3 botes),Conserva,4,2.1,8.4,"conserva,basico"
T001282,P025,Galletas (2 packs),Dulce,3,3.0,9.0,dulce
T001282,P023,Pasta (3 packs),Carbohidratos,3,2.7,8.1,"pasta,basico"
T001283,P023,Pasta (3 packs),Carbohidratos,4,2.7,10.8,"pasta,basico"
T001283,P020,Leche entera (6 pack),Lácteos,4,5.4,21.6,"lacteo,basico"
T001283,P024,Tomate frito (3 botes),Conserva,2,2.1,4.2,"conserva,basico"
T001283,P025,Galletas (2 packs),Dulce,2,3.0,6.0,dulce
T001283,P022,Yogures naturales (12 uds),Lácteos,4,3.6,14.4,lacteo
T001284,P022,Yogures naturales (12 uds),Lácteos,2,3.6,7.2,lacteo
T001284,P020,Leche entera (6 pack),Lácteos,3,5.4,16.2,"lacteo,basico"
T001284,P021,Pan de molde,Panadería,1,1.2,1.2,"panaderia,basico"
T001284,P024,Tomate frito (3 botes),Conserva,4,2.1,8.4,"conserva,basico"
T001284,P025,Galletas (2 packs),Dulce,2,3.0,6.0,dulce
T001285,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001285,P006,Proteína whey (1kg),Suplemento,2,24.5,49.0,"fitness,proteina,suplemento"
T001285,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001286,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001286,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001286,P001,Claras de huevo (6 uds),Proteína,2,4.5,9.0,"fitness,proteina"
T001286,P003,Pechuga de pollo (500g),Proteína,3,4.15,12.45,"fitness,proteina"
T001287,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001287,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001287,P004,Arroz integral (1kg),Carbohidratos,1,1.8,1.8,fitness
T001287,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001287,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001287,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001288,P004,Arroz integral (1kg),Carbohidratos,4,1.8,7.2,fitness
T001288,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001288,P001,Claras de huevo (6 uds),Proteína,1,4.5,4.5,"fitness,proteina"
T001288,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001289,P006,Proteína whey (1kg),Suplemento,2,24.5,49.0,"fitness,proteina,suplemento"
T001289,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001289,P003,Pechuga de pollo (500g),Proteína,2,4.15,8.3,"fitness,proteina"
T001290,P004,Arroz integral (1kg),Carbohidratos,3,1.8,5.4,fitness
T001290,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001290,P001,Claras de huevo (6 uds),Proteína,1,4.5,4.5,"fitness,proteina"
T001290,P005,Brócoli (500g),Verdura,3,1.2,3.6,"fitness,verdura"
T001290,P003,Pechuga de pollo (500g),Proteína,2,4.15,8.3,"fitness,proteina"
T001291,P001,Claras de huevo (6 uds),Proteína,1,4.5,4.5,"fitness,proteina"
T001291,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001291,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001292,P002,Avena integral (1kg),Carbohidratos,4,2.3,9.2,"fitness,desayuno"
T001292,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001292,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001292,P004,Arroz integral (1kg),Carbohidratos,1,1.8,1.8,fitness
T001292,P003,Pechuga de pollo (500g),Proteína,2,4.15,8.3,"fitness,proteina"
T001293,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001293,P002,Avena integral (1kg),Carbohidratos,4,2.3,9.2,"fitness,desayuno"
T001293,P004,Arroz integral (1kg),Carbohidratos,3,1.8,5.4,fitness
T001293,P001,Claras de huevo (6 uds),Proteína,2,4.5,9.0,"fitness,proteina"
T001293,P006,Proteína whey (1kg),Suplemento,3,24.5,73.5,"fitness,proteina,suplemento"
T001294,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001294,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001294,P001,Claras de huevo (6 uds),Proteína,1,4.5,4.5,"fitness,proteina"
T001294,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001294,P005,Brócoli (500g),Verdura,3,1.2,3.6,"fitness,verdura"
T001294,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001295,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001295,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001295,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001295,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001296,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001296,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001296,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001297,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001297,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001297,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001297,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001297,P002,Avena integral (1kg),Carbohidratos,4,2.3,9.2,"fitness,desayuno"
T001297,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001298,P002,Avena integral (1kg),Carbohidratos,3,2.3,6.9,"fitness,desayuno"
T001298,P005,Brócoli (500g),Verdura,2,1.2,2.4,"fitness,verdura"
T001298,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001298,P001,Claras de huevo (6 uds),Proteína,2,4.5,9.0,"fitness,proteina"
T001299,P003,Pechuga de pollo (500g),Proteína,1,4.15,4.15,"fitness,proteina"
T001299,P005,Brócoli (500g),Verdura,4,1.2,4.8,"fitness,verdura"
T001299,P001,Claras de huevo (6 uds),Proteína,1,4.5,4.5,"fitness,proteina"
T001299,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001300,P001,Claras de huevo (6 uds),Proteína,4,4.5,18.0,"fitness,proteina"
T001300,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001300,P005,Brócoli (500g),Verdura,2,1.2,2.4,"fitness,verdura"
T001300,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001300,P004,Arroz integral (1kg),Carbohidratos,3,1.8,5.4,fitness
T001301,P001,Claras de huevo (6 uds),Proteína,2,4.5,9.0,"fitness,proteina"
T001301,P003,Pechuga de pollo (500g),Proteína,3,4.15,12.45,"fitness,proteina"
T001301,P005,Brócoli (500g),Verdura,3,1.2,3.6,"fitness,verdura"
T001301,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001302,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001302,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001302,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001302,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001303,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001303,P006,Proteína whey (1kg),Suplemento,4,24.5,98.0,"fitness,proteina,suplemento"
T001303,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001304,P005,Brócoli (500g),Verdura,1,1.2,1.2,"fitness,verdura"
T001304,P003,Pechuga de pollo (500g),Proteína,4,4.15,16.6,"fitness,proteina"
T001304,P002,Avena integral (1kg),Carbohidratos,2,2.3,4.6,"fitness,desayuno"
T001304,P004,Arroz integral (1kg),Carbohidratos,2,1.8,3.6,fitness
T001304,P001,Claras de huevo (6 uds),Proteína,3,4.5,13.5,"fitness,proteina"
T001304,P006,Proteína whey (1kg),Suplemento,1,24.5,24.5,"fitness,proteina,suplemento"
T001305,P024,Tomate frito (3 botes),Conserva,1,2.1,2.1,"conserva,basico"
T001305,P021,Pan de molde,Panadería,2,1.2,2.4,"panaderia,basico"
T001305,P025,Galletas (2 packs),Dulce,2,3.0,6.0,dulce
T001305,P022,Yogures naturales (12 uds),Lácteos,2,3.6,7.2,lacteo
